id,date,user,pc,activity
{U7F4-Q0QF97KH-3769YLMS},06/30/2010 08:47:34,RUM0880,PC-8592,Disconnect
{Y2F9-C3OB64XX-8354WHNE},04/15/2010 19:27:03,HCL0651,PC-8314,Disconnect
{U1W7-S2DZ23PE-9889ZZPU},03/02/2011 16:02:43,AVM0947,PC-0285,Disconnect
{T4J7-D8WK92RS-3868VBWU},08/06/2010 14:34:33,MBJ0312,PC-5250,Connect
{A7H2-P0LD71SH-9071JYEO},03/26/2010 10:10:48,KRL0501,PC-7206,Disconnect
{F8Z6-T8ER59QG-1715TWKT},09/13/2010 09:54:57,JDF0593,PC-6301,Disconnect
{Z2A5-L3YC28IZ-0992WSIM},04/29/2010 13:09:16,IUB0565,PC-5775,Disconnect
{I1N6-A6FS75AR-6539RRLV},07/28/2010 16:42:04,HSB0196,PC-8001,Connect
{X2Z3-M2NP18LV-0811LIIX},01/28/2011 11:49:24,KMW0545,PC-3962,Disconnect
{Y0S6-K1IK12XL-5108EIJO},03/30/2011 16:26:21,WXH0872,PC-9460,Disconnect
{V4J2-O8QD98UT-8997HJTB},12/02/2010 12:53:40,PMC0328,PC-7219,Disconnect
{Y5D0-Z7JI96IK-3845XEKC},10/01/2010 21:19:40,BSS0369,PC-3672,Disconnect
{S2N9-Y6LF13TS-2891TMYJ},03/08/2010 08:47:41,SAA0999,PC-4559,Connect
{C0J5-B9YH59TN-4231BNXB},04/22/2010 09:27:11,MPM0220,PC-2344,Disconnect
{T2S3-D5YV96EM-5107WUNY},05/19/2010 17:35:15,ZKS0899,PC-8517,Connect
{C8Q9-O6JA74WN-1588VQCG},02/16/2010 13:16:17,JDB0169,PC-7502,Disconnect
{P1P5-W3HL49NG-7811PDHJ},06/25/2010 07:31:52,MOH0273,PC-6699,Connect
{E0G8-H5OQ03LN-2901DHOU},10/25/2010 10:35:41,BDI0533,PC-5883,Disconnect
{K6O3-Z1BA50DQ-8131EFRY},02/19/2010 13:40:03,JDB0169,PC-7502,Connect
{E9X8-B4NC60ZN-7685CCZW},06/15/2010 08:55:33,HPH0075,PC-2417,Disconnect
{M9U6-C3IL42PC-8139IXJP},01/20/2010 15:27:47,LCB0664,PC-3196,Connect
{O2Q7-H0VO27PQ-8439QIBU},05/02/2011 00:47:33,AJF0370,PC-7609,Connect
{S0D9-R6JV50XD-0340OKHY},12/28/2010 13:00:24,HPH0075,PC-2417,Disconnect
{U7E1-G1JN64LI-3630BEGM},03/24/2011 12:16:43,NGF0157,PC-6056,Connect
{L3A4-G0FE84JV-5323DOHS},11/01/2010 14:27:58,HCM0267,PC-7651,Disconnect
{M8N2-B7FX88ET-2479WSHR},01/19/2010 16:25:50,JBD0616,PC-1479,Disconnect
{S6G1-Z1QU25MR-2955CZEB},10/18/2010 11:39:02,HCM0267,PC-7651,Disconnect
{J2N8-B5SZ53FB-1524RNHH},12/25/2010 12:58:28,MOH0273,PC-6699,Connect
{S5J6-L1VC54MU-3918WKUG},10/11/2010 12:39:07,CLB0774,PC-7029,Disconnect
{Q5G4-N4SB48VJ-0697UXBV},03/28/2010 15:16:02,BDI0533,PC-5883,Connect
{W3O6-A5PK91BD-7840ZFWO},10/06/2010 09:23:01,CLB0774,PC-7029,Disconnect
{S3C0-J6ZV91PM-4594SQCC},05/11/2011 09:50:36,JDB0169,PC-7502,Connect
{K1K0-P5CD01UF-6535XQVG},02/22/2011 10:32:14,BJM0111,PC-6866,Connect
{O4N0-J5VE04WP-7916KJGC},05/19/2010 07:57:37,AIB0948,PC-8245,Disconnect
{P1T6-S0YO44SB-8339YWFR},04/27/2010 12:18:24,JFC0557,PC-9179,Connect
{Z0T7-L0EI84IM-6336RNBL},09/10/2010 10:22:39,BRB0355,PC-9896,Connect
{Z4T3-J4BQ95VR-9837ZAEM},12/02/2010 10:02:08,MLL0598,PC-0189,Connect
{W1C6-N3RZ55HE-6824PAGK},08/13/2010 09:08:17,SAA0999,PC-4559,Connect
{D8N5-D7SV71EY-6726TBRO},04/15/2010 08:57:21,HCM0267,PC-7651,Connect
{A2F7-E2DE45AR-3020TBRR},05/27/2010 18:27:55,IKR0401,PC-6741,Connect
{X9E0-R9TE06LN-5151SLTW},03/18/2010 11:05:01,JBD0616,PC-1479,Disconnect
{F3T6-C0XF74AF-4705RCQR},05/04/2010 14:54:49,MOH0273,PC-6699,Disconnect
{C0S3-A9XM97HQ-0803KZDH},08/23/2010 11:46:16,THR0873,PC-4804,Disconnect
{A2E4-Y3XH93SQ-6814DHWZ},01/05/2010 12:56:27,MDM0625,PC-4984,Connect
{T5D6-H1SQ06KJ-7088DKNF},07/15/2010 16:35:16,CTA0020,PC-3118,Disconnect
{O7V4-H3GC68VC-2449WFEL},12/14/2010 17:37:55,BJM0111,PC-6866,Disconnect
{P2H7-Q7DK87XK-0132XVLU},08/25/2010 13:50:45,IBB0359,PC-4195,Connect
{A7W9-O9JD58BU-7931RVGJ},06/18/2010 15:45:41,JNJ0556,PC-0576,Connect
{T4B4-O2BK14YG-6048WYPK},11/05/2010 20:36:35,BRM0995,PC-0768,Connect
{P0H8-V2RX37ZI-4350NORC},11/12/2010 15:00:58,NGC0058,PC-7558,Disconnect
{A6U2-L7ZH15OW-8108YCYN},02/07/2011 00:42:10,EIS0041,PC-6101,Connect
{K2C6-E6RI01XU-7016CAPE},01/20/2010 10:32:47,JCG0316,PC-9245,Disconnect
{L6R8-S8HG39IN-6207GPZP},12/13/2010 12:04:37,JBD0616,PC-1479,Connect
{G5X3-L6BF47IK-4004ETPB},06/02/2010 12:36:37,MDM0625,PC-4984,Disconnect
{K1H4-P2DD78NU-4594LLDY},01/04/2011 18:08:59,WIF0691,PC-6390,Connect
{F7Y8-X5OC56MJ-9789CQMU},05/17/2010 15:37:56,GHH0288,PC-4686,Connect
{E4X5-E3CO13LN-1495NKUP},01/27/2010 14:12:24,HAH0760,PC-1038,Disconnect
{L5K6-Q0DC75YQ-4216MWHV},10/22/2010 11:28:34,VTT0385,PC-5027,Connect
{X8J5-W4PT82AF-3914KKCJ},04/14/2011 07:11:41,PMC0328,PC-7219,Connect
{F0V1-N0BI61AG-9655CSRM},12/10/2010 16:17:12,JBD0616,PC-1479,Connect
{I4Y9-F6IQ40ML-0556BNPB},10/22/2010 10:17:55,KKW0879,PC-2531,Disconnect
{Z1L3-N7NR36OJ-7170BPTK},05/05/2011 18:15:42,LJT0817,PC-3120,Connect
{M0W1-J6OF38TQ-8487IALV},01/31/2011 11:47:41,AIB0948,PC-8245,Disconnect
{I3L6-X2SM93LT-3528EJGA},03/15/2010 23:48:39,GTD0219,PC-8330,Connect
{H8H1-N6PZ78MD-9371DRCM},01/05/2010 11:07:52,RVF0201,PC-7899,Connect
{Q0S6-J5CT54WM-6179RUDX},03/19/2010 13:17:47,IRM0931,PC-7188,Connect
{Z1P8-G0QT06ZV-5905QVBT},08/24/2010 10:51:58,SBN0866,PC-8714,Disconnect
{U6T2-D3BT97MV-9858BVJH},04/27/2011 16:47:18,JFC0557,PC-9179,Connect
{D8C6-Q4YB43KN-3366AZKQ},05/06/2010 03:46:40,EIS0041,PC-2057,Disconnect
{N3S6-H1DS99JT-4894PEWF},01/21/2011 14:06:10,VCC0396,PC-4582,Connect
{M4Q3-Z2GY16ZH-5039WNTJ},06/21/2010 15:59:59,VIA0063,PC-2684,Connect
{G1T8-V6FK34ZY-2525ECPG},04/22/2010 11:24:41,XAA0104,PC-7435,Connect
{V0A5-K6ML79MI-0327FXAH},04/14/2011 09:22:14,QRM0739,PC-7343,Connect
{A2I4-P8BO93EZ-8179DJKO},09/07/2010 11:14:25,BSS0369,PC-3672,Connect
{W4C2-J7LP55EO-2540BGMY},10/07/2010 14:27:26,MOH0273,PC-6699,Disconnect
{L8S7-B1VY14UO-9769HDUE},08/20/2010 07:40:31,GKO0078,PC-4233,Connect
{I6R3-P4AV59LG-4252NOFB},01/22/2010 15:20:41,HPH0075,PC-2417,Connect
{C7X3-P0OU79AS-7597KBTQ},04/01/2011 18:17:13,BRM0995,PC-0768,Disconnect
{V6F0-N1BR71EP-2539TWQL},04/08/2011 10:43:03,SMY0792,PC-5923,Disconnect
{S8Q9-E2EP02WF-7835SHKY},03/09/2011 14:48:27,MOH0273,PC-6699,Disconnect
{D8K5-E4CX19PG-0936EQRB},03/04/2010 15:49:37,RUM0880,PC-8592,Connect
{T1J0-K4UU63YZ-3558MRQV},12/01/2010 12:05:04,CTA0020,PC-3118,Connect
{N4C9-K5PM35MR-6871FLWT},01/20/2010 09:21:19,DBB0384,PC-4243,Disconnect
{A2A5-J7HY29UR-3203BRRV},08/13/2010 15:59:21,HCL0651,PC-8314,Connect
{R8R6-Q9BR11IL-2405RIFY},05/16/2011 12:17:07,MBJ0312,PC-5250,Disconnect
{X3C4-R7XH21BO-2035PLIU},10/19/2010 17:00:56,HCS0003,PC-3054,Disconnect
{D7L7-J9BM39VF-4132MEVK},08/30/2010 09:34:40,BSS0369,PC-3672,Disconnect
{D6W4-G2HM61WW-1250UIJD},09/14/2010 10:12:35,MDM0625,PC-4984,Connect
{C6N6-H7RK20FK-4941CELF},11/05/2010 17:52:17,BAL0044,PC-2288,Connect
{Q7Y0-E3EP46SC-6688LRSG},05/19/2010 16:45:25,RHL0992,PC-9040,Disconnect
{N7P8-D2QY95AN-9277VSCV},03/29/2010 10:50:07,RHL0992,PC-9040,Connect
{E9W1-E5OO53OU-3624ERCL},07/06/2010 12:26:58,NAF0326,PC-0384,Connect
{Y0V9-F3VN15OB-5035ELZC},06/23/2010 09:28:23,DPM0423,PC-2567,Connect
{V4T6-E4LC55NU-4305ILFD},04/05/2011 08:07:10,RDT0424,PC-3742,Connect
{L0A7-U4TU01NU-5884MYDJ},02/18/2010 09:40:52,BJP0134,PC-0898,Disconnect
{A5U3-H4DQ40PO-2378FOKQ},03/09/2010 17:03:37,RMW0542,PC-7543,Connect
{P1X2-N8ZV59JS-0560KMLZ},11/01/2010 13:38:45,BRM0995,PC-0768,Disconnect
{U8J1-F7PJ69RM-2084IYLA},05/17/2010 15:26:44,LDG0459,PC-5621,Disconnect
{C4K2-Z0JZ97PA-9923BVCG},07/13/2010 14:27:59,JDF0593,PC-6301,Connect
{N7I0-Q6EY73EQ-8207ZOUK},01/15/2010 16:02:38,LCB0664,PC-3196,Connect
{L5G9-J3LU07EX-8120RHCC},02/24/2010 11:40:44,TSR0676,PC-9227,Disconnect
{W9F5-O5MA26IA-8831KZQZ},11/17/2010 14:49:31,RSM0277,PC-2930,Disconnect
{Q0Y6-D1ED84QH-0452OKGO},12/16/2010 15:11:23,AJF0370,PC-8651,Connect
{H6S5-J5WL30KL-0502NTWJ},10/05/2010 01:24:31,EIS0041,PC-7614,Disconnect
{D9X4-T7WS06RY-3280TXLJ},04/15/2010 14:50:51,RHL0992,PC-9040,Connect
{N9Y0-R6MO78AK-0165IXLV},05/17/2010 14:45:07,CLB0774,PC-7029,Connect
{S2T3-E9QW69WM-8395XBMN},10/11/2010 15:08:45,DPM0423,PC-2567,Disconnect
{M8R2-B5MR97NN-4915RKOO},07/02/2010 21:13:08,CCA0046,PC-6809,Connect
{Q3O1-A9DY69TE-6920QAMN},01/21/2010 14:11:48,JCG0316,PC-9245,Connect
{F8N4-R8OJ04AL-2309AMZQ},06/16/2010 11:24:30,JJM0203,PC-0148,Disconnect
{H1G8-B0JS07LI-2211SOKT},11/23/2010 09:03:00,LCB0664,PC-3196,Connect
{Y5X2-B1IG50XW-6191XNJJ},02/26/2010 11:31:51,AVM0947,PC-0285,Disconnect
{R6R3-E5OC23NG-4033ULJT},04/26/2011 10:42:14,IBB0359,PC-4195,Connect
{R0J7-Q6PI24ZB-3070TYIG},04/20/2010 16:08:00,SAA0999,PC-4559,Disconnect
{Y4K2-J4DL28BB-7103YZMG},03/26/2010 16:20:55,AJN0607,PC-8303,Disconnect
{T9Q3-C3UM56DF-7512WPLM},09/13/2010 09:43:04,HSB0196,PC-8001,Disconnect
{L3E7-R2YO55UO-0488KZNQ},02/12/2010 10:20:50,SGM0021,PC-1528,Connect
{R3U6-W1BW45ZE-5947SXQW},03/09/2011 15:56:22,AJF0370,PC-8651,Connect
{H0G4-E4RF74AT-6155LYLO},02/04/2010 10:34:52,HBO0413,PC-7384,Disconnect
{V0F2-Z7PI72TT-4977RLCG},02/11/2010 08:35:00,IBB0696,PC-4289,Connect
{E5A6-I6CV85GL-0582KOQK},09/13/2010 14:35:09,BMG0917,PC-6688,Connect
{Q9I7-I8DC13IH-6631RGFN},01/18/2011 09:53:28,HSB0196,PC-8001,Connect
{A5I7-B5CH44UJ-1439QVAM},06/14/2010 10:06:30,MOH0273,PC-6699,Connect
{R9B3-D9CK91ZA-0996GTER},02/12/2010 09:24:57,UAD0771,PC-2499,Connect
{J8Z7-G8GN63CG-8438QJRW},04/01/2010 08:23:50,XHW0498,PC-9840,Connect
{S1D0-Y4OJ75XL-3112FRTZ},10/14/2010 16:28:42,KKW0879,PC-2531,Disconnect
{Y4T9-B3NR89QE-8857NRJT},04/29/2010 08:35:33,TDS0984,PC-7088,Disconnect
{T3U5-C2ZN29JW-3254TUIS},03/08/2010 07:14:41,MPM0220,PC-1887,Connect
{S0O9-X7ZJ23RI-2393ZFVE},10/27/2010 07:54:18,JDB0169,PC-7502,Connect
{R2S8-D5OV81RA-3986UXYV},03/09/2010 20:56:53,RHL0992,PC-9040,Disconnect
{J4N7-N9EZ03WY-3364CJBW},03/24/2011 14:35:32,RHO0732,PC-6232,Disconnect
{Q7N6-O7RE52MP-9866IMYB},01/24/2010 09:33:19,LBF0214,PC-3819,Connect
{P1P7-G0JO48PV-0564VLBX},02/18/2010 10:31:50,AJF0370,PC-8651,Connect
{B0K3-V9IK31UY-2366TZNJ},01/13/2011 18:16:57,JDF0593,PC-6301,Disconnect
{Q8H5-B7EQ66YD-7849GDWC},10/27/2010 14:16:05,IIW0249,PC-0843,Disconnect
{F4A4-B2KE23VG-3900VYYM},02/03/2011 11:30:02,OBH0499,PC-7989,Disconnect
{W1M1-X7CP45AH-8105FAXL},02/11/2011 14:35:22,MLL0598,PC-0189,Disconnect
{Y2P8-W4ZB84SF-9381VCUO},05/12/2010 11:19:47,BAL0044,PC-0205,Connect
{X9Z2-A0IY62SE-3231RIOK},02/16/2010 14:32:41,OBH0499,PC-7989,Disconnect
{G0N6-B2GL56KG-9377LBVP},03/26/2010 03:31:35,MPM0220,PC-6601,Disconnect
{F2L3-B5IV61VJ-5836NRWK},02/09/2010 10:54:11,SAA0999,PC-4559,Disconnect
{V0D6-T5AI32IS-8100VMWD},11/03/2010 13:09:01,JDB0169,PC-7502,Disconnect
{E9T4-O8AT70SC-0606LYQG},10/28/2010 11:15:17,QRM0739,PC-7343,Disconnect
{J2Y5-T8VN71OP-7839UCKM},01/21/2011 12:28:18,AVM0947,PC-0285,Disconnect
{A5X1-E8HQ86NL-8918UPQX},04/09/2010 12:32:55,ZKS0899,PC-8517,Disconnect
{U9U4-Z2AJ31KF-2607FQWM},11/27/2010 09:39:19,LBH0942,PC-3640,Connect
{Q1D0-L1PO88HB-6197QXRL},06/30/2010 08:50:15,QRM0739,PC-7343,Disconnect
{C8P1-U7UV29WP-3925QLGF},11/11/2010 10:06:36,CTA0020,PC-3118,Disconnect
{B8P4-W5OT93XV-1947KQSG},07/02/2010 14:35:07,WIF0691,PC-6390,Disconnect
{N3I5-Z3PT14ON-5966VWDA},05/26/2010 14:05:31,JFC0557,PC-9179,Disconnect
{I5P0-M8XO38PX-1050SGTR},09/13/2010 16:06:30,THR0873,PC-4804,Connect
{X1B3-A8JX96HD-6348MDSQ},09/10/2010 08:35:07,VMJ0546,PC-9000,Connect
{N1I8-X5WH18JS-9650QGNR},12/10/2010 15:30:06,ABC0174,PC-5156,Connect
{D3F9-Q1UP45TI-1448RWSJ},01/04/2010 15:59:02,THR0873,PC-4804,Connect
{D2X9-S6HB86FJ-4803VRRM},01/21/2010 10:01:53,SAB0781,PC-8466,Disconnect
{D2E6-Q9QD88SH-3443JXFH},08/13/2010 17:46:12,VCC0396,PC-4582,Disconnect
{D3J6-M0WU93PY-3561KSBA},12/01/2010 16:56:50,BTR0403,PC-8277,Disconnect
{P8G8-R3AL57PB-4591LLQP},11/08/2010 09:02:27,RSC0089,PC-9929,Connect
{Q7W0-W1BC28OG-5545DULL},11/04/2010 14:37:16,JNJ0556,PC-0576,Connect
{D1K7-A0GH25QX-4580SCEQ},02/10/2011 10:40:10,DBB0384,PC-4243,Disconnect
{T8Z2-U1WK01QJ-8301QSPR},03/10/2010 12:38:24,VIA0063,PC-2684,Connect
{V8S9-L5GB63QP-7548YMJJ},02/17/2011 13:22:06,JBD0616,PC-1479,Disconnect
{Y1G2-D6XE80FU-2336EPCP},02/05/2010 10:57:55,JDC0030,PC-0246,Connect
{A3O3-N6FA08OX-9606BJQO},08/25/2010 09:20:04,AIB0948,PC-8245,Disconnect
{Q8D0-A4DH77WK-6048YYGC},05/17/2010 09:17:58,VTT0385,PC-5027,Connect
{R4L9-K9YR01EV-6150WFLR},12/07/2010 12:56:23,JDB0169,PC-7502,Connect
{R8H9-I1FI84LW-3149DQRO},08/05/2010 09:21:33,FSC0601,PC-9066,Connect
{P8G7-P7WY57WA-6681SVQX},01/05/2010 14:07:21,OBH0499,PC-7989,Connect
{R7D8-V2HV54AH-6825MPWE},03/02/2010 10:32:58,CGB0637,PC-8508,Connect
{A8S0-P6NF15PN-3322JRSJ},07/09/2010 07:46:05,MPM0220,PC-2344,Connect
{K2L1-U6EF20UW-4848WZNK},03/26/2010 13:22:17,NMS0280,PC-8262,Disconnect
{W2R4-G4QS89RO-0606TZJE},03/28/2011 14:28:48,AJF0370,PC-8651,Disconnect
{V9L5-C9UA27MY-0542TBZU},03/19/2010 10:21:49,IIW0249,PC-0843,Disconnect
{H2D9-W3LB03YU-5677GMVW},07/08/2010 15:16:39,BBG0325,PC-6609,Connect
{F4A1-M8UD06BM-4417GYKB},02/11/2010 08:06:27,LBF0214,PC-3819,Connect
{H5Q5-U7AG82YQ-0913JRLG},01/24/2011 17:25:03,JDF0593,PC-6301,Connect
{C7P4-B8GB20XZ-3761YXVV},12/17/2010 17:08:55,JDF0593,PC-6301,Disconnect
{I0H8-W7IU69CH-4696XXYR},01/21/2011 12:54:52,JNJ0556,PC-0576,Connect
{G8R6-B8GD00SR-2160LHKI},02/24/2011 14:58:58,MOH0273,PC-6699,Connect
{S4Q2-U5YR96KH-7589LVMS},04/07/2011 15:28:15,THR0873,PC-4804,Disconnect
{I6R6-O0FQ03TW-3961CMTC},10/05/2010 09:44:25,CIM0271,PC-3291,Connect
{Y9Y3-Z2CV86WW-6286UKLA},12/30/2010 16:43:24,JNJ0556,PC-0576,Connect
{Q3U9-Z4HX33PF-7583RBOR},09/03/2010 12:47:27,HPH0075,PC-2417,Connect
{R3J5-C4JR98XX-0093LZLQ},02/18/2010 12:13:37,BJM0111,PC-6866,Disconnect
{I9W2-X6SW65TX-0480MSDE},03/05/2010 13:05:07,BRM0995,PC-0768,Disconnect
{B7Z9-P9UD51FQ-6563RADD},10/10/2010 13:11:14,LBH0942,PC-3640,Connect
{O2D1-W3AO54BG-8145PCHC},11/05/2010 15:47:48,BJP0134,PC-0898,Connect
{B4B3-N0HS65LF-4936KZJN},03/19/2010 15:30:23,AIB0948,PC-8245,Disconnect
{G1E8-Y8SL29PR-5260LPTI},10/26/2010 13:09:35,CCL0068,PC-7699,Disconnect
{Y1E5-N9GD56GP-2533VRNL},03/09/2011 09:49:11,DBB0384,PC-4243,Disconnect
{Y0A9-A6YE03RF-9705YZJZ},04/28/2010 07:52:03,QRM0739,PC-7343,Connect
{E2U1-S6MB69NM-7783BNRV},05/10/2011 10:23:11,WXH0872,PC-9460,Disconnect
{E5W7-L7GQ14VV-5656SIGI},11/18/2010 12:30:11,HCM0267,PC-7651,Connect
{X8N8-Q2NY04GW-0710UHAF},04/07/2010 09:35:55,BRM0995,PC-0768,Disconnect
{Y6M9-I5LZ18NA-4468GZVP},04/20/2011 14:49:29,RSC0089,PC-9929,Connect
{R0G0-E2RU21YI-8755PIYZ},06/14/2010 17:09:47,WIF0691,PC-6390,Connect
{H9Q4-I6VO75CB-0095DNYZ},01/13/2010 09:33:10,BSS0369,PC-3672,Connect
{X2L3-I6WA44IG-6676KXXX},05/25/2010 08:00:38,THR0873,PC-4804,Disconnect
{V3H5-B5TY74MA-8785NCXE},11/12/2010 14:27:37,IBB0359,PC-4195,Connect
{C3G4-I8PT68YK-3898MIWM},05/06/2011 09:59:31,RVF0201,PC-7899,Disconnect
{F1U0-P4YD00DG-8085KSTP},11/19/2010 15:29:10,BRM0995,PC-0768,Disconnect
{M9F7-I5ZW83TI-2388IIOM},04/23/2010 16:51:05,KMB0922,PC-1725,Disconnect
{P0G0-F7ZD68ZL-3897VRKF},02/11/2010 13:56:32,VIA0063,PC-2684,Disconnect
{C6K4-E5LA74QI-6340ASUF},08/26/2010 15:36:10,MOH0273,PC-6699,Disconnect
{B9L8-X3TC41KX-9316URFM},05/12/2011 09:22:50,AJN0607,PC-8303,Disconnect
{U5Y4-I2XT84RL-8618RQMV},04/29/2011 11:55:00,AVM0947,PC-0285,Connect
{P0W3-N3MN04WB-9886EGXR},03/25/2010 14:37:47,HAH0760,PC-1038,Connect
{Z6D8-C0AC21DE-5306UZTS},09/21/2010 17:26:13,HCL0651,PC-8314,Connect
{L6M8-L9FX44VV-1163NBAL},03/21/2011 08:41:18,MDM0625,PC-4984,Connect
{J9S0-I6AD29GH-3838EKPS},04/19/2011 10:33:40,HVF0067,PC-9939,Disconnect
{N9C1-B6NU50BU-7758HJBC},01/18/2010 15:24:34,RSC0089,PC-9929,Disconnect
{F7B4-K5BC23IH-0440RIBC},05/06/2011 12:29:57,AVM0947,PC-0285,Connect
{X4W6-D7YF03WS-6154SOOI},04/13/2010 16:48:39,DIB0081,PC-9524,Disconnect
{V3G3-E2OL76UK-9192MWNB},09/11/2010 14:32:10,BSS0369,PC-3672,Connect
{W3Q7-K0XW97ZQ-0466FZGG},01/13/2010 08:06:30,LBH0942,PC-3640,Connect
{S7J6-X1OB13BW-2856DHDA},11/17/2010 10:37:17,ICH0294,PC-8526,Disconnect
{P6I3-L2SY84GV-7724LZSM},04/08/2010 10:33:49,ATP0662,PC-4127,Disconnect
{L4P6-Y5AD99NT-3150YYYH},07/08/2010 14:51:28,THR0873,PC-4804,Connect
{X3K0-M0GZ14KT-0009PCMX},06/10/2010 15:30:36,ATP0662,PC-4127,Disconnect
{W6H9-S8KF23AW-0642QHQN},04/13/2011 10:42:28,KKW0879,PC-2531,Connect
{T0P4-W5NQ76AN-1397TDJG},09/01/2010 10:20:06,CQH0701,PC-8164,Disconnect
{O2K9-I7BV33ZM-8451AMTZ},07/26/2010 14:35:14,LBH0942,PC-3640,Disconnect
{K5X6-B8KE87LO-2754QWCG},05/13/2011 10:40:25,MLL0598,PC-0189,Connect
{H8N6-A1AW39HS-2932XJJO},02/25/2010 05:26:32,GTD0219,PC-7500,Disconnect
{G3T4-A5QY86KR-6248YNDD},01/07/2010 07:22:50,MOH0273,PC-6699,Disconnect
{M9D6-X4JX02UV-4319UCTS},04/28/2010 15:44:45,SAA0999,PC-4559,Connect
{G8S3-E9CT13EF-3213IKHB},05/13/2010 10:14:46,BSS0369,PC-3672,Disconnect
{S7O0-W9RC59KZ-5872SHZY},09/30/2010 11:23:58,BMG0917,PC-6688,Connect
{B1Z1-D9VY09QJ-1507ZUCL},04/29/2011 08:51:30,HPH0075,PC-2417,Connect
{W5Z5-G8ZI77NP-1823MANN},10/12/2010 09:16:18,AIB0948,PC-8245,Disconnect
{V8H2-D7PT60YC-6168HZKY},10/13/2010 13:19:53,HCS0003,PC-3054,Disconnect
{I1Z7-X6DC16CI-2842FQTI},04/01/2011 09:24:03,JNJ0556,PC-0576,Disconnect
{M2I1-N8NG75BX-7228RBIL},03/29/2011 19:12:27,SAA0999,PC-4559,Disconnect
{T2O6-W8WO14MN-0189EZXP},03/16/2010 12:37:08,CLB0774,PC-7029,Disconnect
{V9Q6-K4PP95IT-8295UAHN},04/13/2010 10:15:06,ZKS0899,PC-8517,Disconnect
{K8M3-K1HI08QO-9950ZNBK},01/20/2010 00:30:09,CCA0046,PC-3375,Disconnect
{B1Z9-M0HF29GS-7361URPL},03/17/2010 16:03:06,ZKS0899,PC-8517,Disconnect
{S5G7-A0AT65OG-2152HNUB},03/14/2011 14:15:47,RUM0880,PC-8592,Connect
{F4E0-M1YQ39OU-7552IPKH},08/24/2010 15:37:01,ABC0174,PC-5156,Disconnect
{O7Q2-Q5CV19AN-2987KGUS},03/16/2011 08:08:30,DBB0384,PC-4243,Connect
{S3K5-A2KL65MW-8181TSQQ},04/29/2010 07:28:24,DLM0051,PC-0166,Connect
{F9F7-R9YW21HQ-7350XBEN},03/24/2010 02:39:59,GTD0219,PC-5090,Disconnect
{I8I3-Z1PX71IO-1592APFU},12/23/2010 16:38:01,OBH0499,PC-7989,Disconnect
{F4I2-I1IN46FD-7673OQRB},08/19/2010 15:55:19,MTB0620,PC-9348,Disconnect
{W9G5-E6DB05HF-9791KFDQ},02/07/2011 14:16:27,BRM0995,PC-0768,Disconnect
{N8Z9-J4WA36JD-1276HQII},06/25/2010 14:44:17,AAF0535,PC-2408,Connect
{L3X8-L9BL55KS-1920OENQ},05/03/2011 09:38:33,JDF0593,PC-6301,Disconnect
{X1X6-V2YK61MQ-8009OVUJ},09/20/2010 14:10:52,MDM0625,PC-4984,Connect
{A9L2-C9VA17KH-9432RDVR},01/11/2010 12:01:47,JBD0616,PC-1479,Disconnect
{T3O4-S5WA35NY-7733QDCS},05/05/2010 09:20:20,RSC0089,PC-9929,Connect
{D6B3-J3WG23YY-1376BFDD},09/29/2010 10:27:29,JNJ0556,PC-0576,Disconnect
{W1R1-S5HD54IN-1070QWXT},04/27/2011 08:53:43,JNJ0556,PC-0576,Connect
{T7T5-J2IP43UK-7832QPMU},03/17/2010 11:38:39,BRB0355,PC-9896,Disconnect
{P7V0-X2AY17YX-4790QCLY},02/25/2010 09:16:54,IJM0776,PC-0198,Disconnect
{R4E3-E2YQ07LW-9024IJXJ},01/18/2010 04:11:27,GTD0219,PC-1394,Disconnect
{T9U0-L3CW29UN-4553KCRC},07/15/2010 23:02:43,RKD0604,PC-9379,Disconnect
{J3Y4-W1QV09JV-1792MNNH},05/27/2010 10:33:09,DBB0384,PC-4243,Disconnect
{Y9U3-M0ZX36FS-9462UIZH},07/06/2010 11:52:22,VSS0154,PC-6055,Disconnect
{A6G7-S2BR92SU-6716SKWF},02/24/2010 13:07:02,BVC0790,PC-0008,Connect
{Y8K6-O9XK02FM-6043QMQO},01/29/2010 16:48:58,BJM0111,PC-6866,Connect
{J2J8-X7EE84BH-4544KJWI},02/10/2011 17:18:18,PMC0328,PC-7219,Connect
{B8M9-H9NG59YX-5646UMUV},04/07/2010 10:26:12,SAA0999,PC-4559,Connect
{D4W8-M3CO87FD-6922OPGR},01/22/2010 08:25:32,IRM0931,PC-7188,Connect
{Q1P6-Q5GY74QY-9582AWZC},12/22/2010 16:17:04,OBH0499,PC-7989,Disconnect
{D1B9-A2CB97JC-4815ILHN},04/14/2011 12:23:38,BJP0134,PC-0898,Disconnect
{R6A5-X3DI42MQ-3056AUVU},12/20/2010 09:48:50,DBB0384,PC-4243,Connect
{Y8N2-J4BZ40UZ-4812XBAC},04/06/2011 09:50:36,BRM0995,PC-0768,Connect
{F4G2-L2LG22DF-7627JUWP},01/20/2010 12:45:57,CTA0020,PC-3118,Connect
{S1K6-H9SE67KL-6891HPLT},03/14/2010 15:27:26,AOK0844,PC-4659,Connect
{I3P6-M2VA39GV-6301LPTR},01/20/2010 13:52:57,CTA0020,PC-3118,Connect
